Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Colombia,COL,"Apr 26, 2020",4.531
Colombia,COL,"Apr 27, 2020",4.518
Colombia,COL,"Apr 28, 2020",4.52
Colombia,COL,"Apr 29, 2020",4.522
Colombia,COL,"Apr 30, 2020",4.476
Colombia,COL,"May 1, 2020",4.503
Colombia,COL,"May 2, 2020",4.482
Colombia,COL,"May 3, 2020",4.447
Colombia,COL,"May 4, 2020",4.434
Colombia,COL,"May 5, 2020",4.49
Congo,COG,"Apr 16, 2020",4.274
Congo,COG,"Apr 17, 2020",4.274
Congo,COG,"Apr 18, 2020",4.196
Congo,COG,"Apr 19, 2020",4.196
Congo,COG,"Apr 20, 2020",3.75
Congo,COG,"Apr 21, 2020",3.75
Congo,COG,"Apr 22, 2020",3.636
Congo,COG,"Apr 23, 2020",3.226
Congo,COG,"Apr 24, 2020",3.226
Congo,COG,"Apr 25, 2020",3
Congo,COG,"Apr 26, 2020",4
Congo,COG,"Apr 27, 2020",4
Congo,COG,"Apr 28, 2020",3.865
Congo,COG,"Apr 29, 2020",3.865
Congo,COG,"Apr 30, 2020",4.091
Congo,COG,"May 1, 2020",4.091
Congo,COG,"May 2, 2020",4.367
Congo,COG,"May 3, 2020",4.367
Congo,COG,"May 4, 2020",4.367
Congo,COG,"May 5, 2020",4.237
Costa Rica,CRI,"Mar 21, 2020",1.77
Costa Rica,CRI,"Mar 22, 2020",1.709
Costa Rica,CRI,"Mar 23, 2020",1.493
Costa Rica,CRI,"Mar 24, 2020",1.266
Costa Rica,CRI,"Mar 25, 2020",1.13
Costa Rica,CRI,"Mar 26, 2020",0.995
Costa Rica,CRI,"Mar 27, 2020",0.866
Costa Rica,CRI,"Mar 28, 2020",0.76
Costa Rica,CRI,"Mar 29, 2020",0.678
Costa Rica,CRI,"Mar 30, 2020",0.637
Costa Rica,CRI,"Mar 31, 2020",0.606
Costa Rica,CRI,"Apr 1, 2020",0.576
Costa Rica,CRI,"Apr 2, 2020",0.533
Costa Rica,CRI,"Apr 3, 2020",0.505
Costa Rica,CRI,"Apr 4, 2020",0.481
Costa Rica,CRI,"Apr 5, 2020",0.46
Costa Rica,CRI,"Apr 6, 2020",0.441
Costa Rica,CRI,"Apr 7, 2020",0.428
Costa Rica,CRI,"Apr 8, 2020",0.414
Costa Rica,CRI,"Apr 9, 2020",0.398
Costa Rica,CRI,"Apr 10, 2020",0.557
Costa Rica,CRI,"Apr 11, 2020",0.538
Costa Rica,CRI,"Apr 12, 2020",0.52
Costa Rica,CRI,"Apr 13, 2020",0.504
Costa Rica,CRI,"Apr 14, 2020",0.49
Costa Rica,CRI,"Apr 15, 2020",0.485
Costa Rica,CRI,"Apr 16, 2020",0.639
Costa Rica,CRI,"Apr 17, 2020",0.623
Costa Rica,CRI,"Apr 18, 2020",0.616
Costa Rica,CRI,"Apr 19, 2020",0.611
Costa Rica,CRI,"Apr 20, 2020",0.606
Costa Rica,CRI,"Apr 21, 2020",0.906
Costa Rica,CRI,"Apr 22, 2020",0.897
Costa Rica,CRI,"Apr 23, 2020",0.881
Costa Rica,CRI,"Apr 24, 2020",0.873
Costa Rica,CRI,"Apr 25, 2020",0.873
Costa Rica,CRI,"Apr 26, 2020",0.866
Costa Rica,CRI,"Apr 27, 2020",0.863
Costa Rica,CRI,"Apr 28, 2020",0.861
Costa Rica,CRI,"Apr 29, 2020",0.851
Costa Rica,CRI,"Apr 30, 2020",0.842
Costa Rica,CRI,"May 1, 2020",0.834
Costa Rica,CRI,"May 2, 2020",0.828
Costa Rica,CRI,"May 3, 2020",0.819
Costa Rica,CRI,"May 4, 2020",0.812
Costa Rica,CRI,"May 5, 2020",0.809
Cote d'Ivoire,CIV,"Mar 30, 2020",0.606
Cote d'Ivoire,CIV,"Mar 31, 2020",0.595
Cote d'Ivoire,CIV,"Apr 1, 2020",0.595
Cote d'Ivoire,CIV,"Apr 2, 2020",0.526
Cote d'Ivoire,CIV,"Apr 3, 2020",0.515
Cote d'Ivoire,CIV,"Apr 4, 2020",0.459
Cote d'Ivoire,CIV,"Apr 5, 2020",0.816
Cote d'Ivoire,CIV,"Apr 6, 2020",1.149
Cote d'Ivoire,CIV,"Apr 7, 2020",0.929
Cote d'Ivoire,CIV,"Apr 8, 2020",0.86
Cote d'Ivoire,CIV,"Apr 9, 2020",0.781
Cote d'Ivoire,CIV,"Apr 10, 2020",0.676
Cote d'Ivoire,CIV,"Apr 11, 2020",0.625
Cote d'Ivoire,CIV,"Apr 12, 2020",0.75
Cote d'Ivoire,CIV,"Apr 13, 2020",0.871
Cote d'Ivoire,CIV,"Apr 14, 2020",0.958
Cote d'Ivoire,CIV,"Apr 15, 2020",0.958
Cote d'Ivoire,CIV,"Apr 16, 2020",0.917
Cote d'Ivoire,CIV,"Apr 17, 2020",0.872
Cote d'Ivoire,CIV,"Apr 18, 2020",0.809
Cote d'Ivoire,CIV,"Apr 19, 2020",0.999
Cote d'Ivoire,CIV,"Apr 20, 2020",1.063
Cote d'Ivoire,CIV,"Apr 21, 2020",1.138
Cote d'Ivoire,CIV,"Apr 22, 2020",1.419
Cote d'Ivoire,CIV,"Apr 23, 2020",1.471
Cote d'Ivoire,CIV,"Apr 24, 2020",1.394
Cote d'Ivoire,CIV,"Apr 25, 2020",1.3
Cote d'Ivoire,CIV,"Apr 26, 2020",1.26
Cote d'Ivoire,CIV,"Apr 27, 2020",1.217
Cote d'Ivoire,CIV,"Apr 28, 2020",1.203
Cote d'Ivoire,CIV,"Apr 29, 2020",1.183
Cote d'Ivoire,CIV,"Apr 30, 2020",1.131
Cote d'Ivoire,CIV,"May 1, 2020",1.098
Cote d'Ivoire,CIV,"May 2, 2020",1.125
Cote d'Ivoire,CIV,"May 3, 2020",1.101
Cote d'Ivoire,CIV,"May 4, 2020",1.216
Cote d'Ivoire,CIV,"May 5, 2020",1.187
Croatia,HRV,"Mar 25, 2020",0.262
Croatia,HRV,"Mar 26, 2020",0.239
Croatia,HRV,"Mar 27, 2020",0.404
Croatia,HRV,"Mar 28, 2020",0.512
Croatia,HRV,"Mar 29, 2020",0.761
Croatia,HRV,"Mar 30, 2020",0.842
Croatia,HRV,"Mar 31, 2020",0.759
Croatia,HRV,"Apr 1, 2020",0.692
Croatia,HRV,"Apr 2, 2020",0.623
Croatia,HRV,"Apr 3, 2020",0.692
Croatia,HRV,"Apr 4, 2020",0.741
Croatia,HRV,"Apr 5, 2020",1.066
Croatia,HRV,"Apr 6, 2020",1.269
Croatia,HRV,"Apr 7, 2020",1.309
Croatia,HRV,"Apr 8, 2020",1.404
Croatia,HRV,"Apr 9, 2020",1.415
Croatia,HRV,"Apr 10, 2020",1.421
Croatia,HRV,"Apr 11, 2020",1.405
Croatia,HRV,"Apr 12, 2020",1.369
Croatia,HRV,"Apr 13, 2020",1.438
Croatia,HRV,"Apr 14, 2020",1.515
Croatia,HRV,"Apr 15, 2020",1.819
Croatia,HRV,"Apr 16, 2020",1.953
Croatia,HRV,"Apr 17, 2020",1.954
Croatia,HRV,"Apr 18, 2020",1.985
Croatia,HRV,"Apr 19, 2020",2.129
Croatia,HRV,"Apr 20, 2020",2.512
Croatia,HRV,"Apr 21, 2020",2.499
Croatia,HRV,"Apr 22, 2020",2.516
Croatia,HRV,"Apr 23, 2020",2.462
Croatia,HRV,"Apr 24, 2020",2.524
Croatia,HRV,"Apr 25, 2020",2.539
Croatia,HRV,"Apr 26, 2020",2.679
Croatia,HRV,"Apr 27, 2020",2.709
Croatia,HRV,"Apr 28, 2020",2.894
Croatia,HRV,"Apr 29, 2020",3.078
Croatia,HRV,"Apr 30, 2020",3.249
Croatia,HRV,"May 1, 2020",3.324
Croatia,HRV,"May 2, 2020",3.597
Croatia,HRV,"May 3, 2020",3.688
Croatia,HRV,"May 4, 2020",3.769
Croatia,HRV,"May 5, 2020",3.808
Cuba,CUB,"Mar 29, 2020",2.521
Cuba,CUB,"Mar 30, 2020",2.158
Cuba,CUB,"Mar 31, 2020",2.353
Cuba,CUB,"Apr 1, 2020",3.226
Cuba,CUB,"Apr 2, 2020",2.83
Cuba,CUB,"Apr 3, 2020",2.575
Cuba,CUB,"Apr 4, 2020",2.23
Cuba,CUB,"Apr 5, 2020",2.083
Cuba,CUB,"Apr 6, 2020",2.5
Cuba,CUB,"Apr 7, 2020",2.571
Cuba,CUB,"Apr 8, 2020",2.778
Cuba,CUB,"Apr 9, 2020",2.626
Cuba,CUB,"Apr 10, 2020",2.913
Cuba,CUB,"Apr 11, 2020",2.66
Cuba,CUB,"Apr 12, 2020",2.581
Cuba,CUB,"Apr 13, 2020",2.691
Cuba,CUB,"Apr 14, 2020",2.893
Cuba,CUB,"Apr 15, 2020",2.742
Cuba,CUB,"Apr 16, 2020",2.948
Cuba,CUB,"Apr 17, 2020",3.132
Cuba,CUB,"Apr 18, 2020",3.359
Cuba,CUB,"Apr 19, 2020",3.245
Cuba,CUB,"Apr 20, 2020",3.285
Cuba,CUB,"Apr 21, 2020",3.312
Cuba,CUB,"Apr 22, 2020",3.342
Cuba,CUB,"Apr 23, 2020",3.364
Cuba,CUB,"Apr 24, 2020",3.482
Cuba,CUB,"Apr 25, 2020",3.813
Cuba,CUB,"Apr 26, 2020",3.815
Cuba,CUB,"Apr 27, 2020",3.944
Cuba,CUB,"Apr 28, 2020",4.032
Cuba,CUB,"Apr 29, 2020",4.036
Cuba,CUB,"Apr 30, 2020",3.954
Cuba,CUB,"May 1, 2020",4.064
Cuba,CUB,"May 2, 2020",4.164
Cuba,CUB,"May 3, 2020",4.097
Cuba,CUB,"May 4, 2020",4.063
Cuba,CUB,"May 5, 2020",4.137
Cyprus,CYP,"Mar 25, 2020",2.419
Cyprus,CYP,"Mar 26, 2020",2.273
Cyprus,CYP,"Mar 27, 2020",2.055
Cyprus,CYP,"Mar 28, 2020",3.086
Cyprus,CYP,"Mar 29, 2020",2.793
Cyprus,CYP,"Mar 30, 2020",2.804
Cyprus,CYP,"Mar 31, 2020",3.043
Cyprus,CYP,"Apr 1, 2020",3.053
Cyprus,CYP,"Apr 2, 2020",2.812
Cyprus,CYP,"Apr 3, 2020",2.528
Cyprus,CYP,"Apr 4, 2020",2.778
Cyprus,CYP,"Apr 5, 2020",2.582
Cyprus,CYP,"Apr 6, 2020",3.139
Cyprus,CYP,"Apr 7, 2020",3.011
Cyprus,CYP,"Apr 8, 2020",2.834
Cyprus,CYP,"Apr 9, 2020",2.662
Cyprus,CYP,"Apr 10, 2020",2.66
Cyprus,CYP,"Apr 11, 2020",2.521
Cyprus,CYP,"Apr 12, 2020",2.435
Cyprus,CYP,"Apr 13, 2020",2.528
Cyprus,CYP,"Apr 14, 2020",2.568
Cyprus,CYP,"Apr 15, 2020",2.446
Cyprus,CYP,"Apr 16, 2020",2.378
Cyprus,CYP,"Apr 17, 2020",2.313
Cyprus,CYP,"Apr 18, 2020",2.313
Cyprus,CYP,"Apr 19, 2020",2.234
Cyprus,CYP,"Apr 20, 2020",2.216
Cyprus,CYP,"Apr 21, 2020",2.202
Cyprus,CYP,"Apr 22, 2020",2.168
Cyprus,CYP,"Apr 23, 2020",2.152
Cyprus,CYP,"Apr 24, 2020",2.138
Cyprus,CYP,"Apr 25, 2020",2.114
Cyprus,CYP,"Apr 26, 2020",2.099
Cyprus,CYP,"Apr 27, 2020",2.081
Cyprus,CYP,"Apr 28, 2020",2.433
Cyprus,CYP,"Apr 29, 2020",2.389
Cyprus,CYP,"Apr 30, 2020",2.372
Cyprus,CYP,"May 1, 2020",2.353
Cyprus,CYP,"May 2, 2020",2.334
Cyprus,CYP,"May 3, 2020",2.315
Cyprus,CYP,"May 4, 2020",2.294
Cyprus,CYP,"May 5, 2020",2.288
Czech Republic,CZE,"Mar 23, 2020",0.086
Czech Republic,CZE,"Mar 24, 2020",0.081
Czech Republic,CZE,"Mar 25, 2020",0.215
Czech Republic,CZE,"Mar 26, 2020",0.363
Czech Republic,CZE,"Mar 27, 2020",0.436
Czech Republic,CZE,"Mar 28, 2020",0.395
Czech Republic,CZE,"Mar 29, 2020",0.413
Czech Republic,CZE,"Mar 30, 2020",0.566
Czech Republic,CZE,"Mar 31, 2020",0.799
Czech Republic,CZE,"Apr 1, 2020",0.937
Czech Republic,CZE,"Apr 2, 2020",1.087
Czech Republic,CZE,"Apr 3, 2020",1.14
Czech Republic,CZE,"Apr 4, 2020",1.265
Czech Republic,CZE,"Apr 5, 2020",1.319
Czech Republic,CZE,"Apr 6, 2020",1.461
Czech Republic,CZE,"Apr 7, 2020",1.618
Czech Republic,CZE,"Apr 8, 2020",1.754
Czech Republic,CZE,"Apr 9, 2020",1.864
Czech Republic,CZE,"Apr 10, 2020",2.011
Czech Republic,CZE,"Apr 11, 2020",2.076
Czech Republic,CZE,"Apr 12, 2020",2.186
Czech Republic,CZE,"Apr 13, 2020",2.303
Czech Republic,CZE,"Apr 14, 2020",2.36
Czech Republic,CZE,"Apr 15, 2020",2.622
Czech Republic,CZE,"Apr 16, 2020",2.634
Czech Republic,CZE,"Apr 17, 2020",2.627
Czech Republic,CZE,"Apr 18, 2020",2.642
Czech Republic,CZE,"Apr 19, 2020",2.72
Czech Republic,CZE,"Apr 20, 2020",2.77
Czech Republic,CZE,"Apr 21, 2020",2.835
Czech Republic,CZE,"Apr 22, 2020",2.855
Czech Republic,CZE,"Apr 23, 2020",2.943
Czech Republic,CZE,"Apr 24, 2020",2.963
Czech Republic,CZE,"Apr 25, 2020",2.956
Czech Republic,CZE,"Apr 26, 2020",2.965
Czech Republic,CZE,"Apr 27, 2020",2.985
Czech Republic,CZE,"Apr 28, 2020",2.994
Czech Republic,CZE,"Apr 29, 2020",3.025
Czech Republic,CZE,"Apr 30, 2020",2.995
Czech Republic,CZE,"May 1, 2020",3.072
Czech Republic,CZE,"May 2, 2020",3.102
Czech Republic,CZE,"May 3, 2020",3.159
Czech Republic,CZE,"May 4, 2020",3.187
Czech Republic,CZE,"May 5, 2020",3.223
Democratic Republic of Congo,COD,"Apr 2, 2020",8.943
Democratic Republic of Congo,COD,"Apr 3, 2020",8.943
Democratic Republic of Congo,COD,"Apr 4, 2020",9.701
Democratic Republic of Congo,COD,"Apr 5, 2020",11.688
Democratic Republic of Congo,COD,"Apr 6, 2020",11.688
Democratic Republic of Congo,COD,"Apr 7, 2020",11.18
Democratic Republic of Congo,COD,"Apr 8, 2020",10
Democratic Republic of Congo,COD,"Apr 9, 2020",10.929
Democratic Republic of Congo,COD,"Apr 10, 2020",9.302
Democratic Republic of Congo,COD,"Apr 11, 2020",8.969
Democratic Republic of Congo,COD,"Apr 12, 2020",8.547
Democratic Republic of Congo,COD,"Apr 13, 2020",8.547
Democratic Republic of Congo,COD,"Apr 14, 2020",8.511
Democratic Republic of Congo,COD,"Apr 15, 2020",8.268
Democratic Republic of Congo,COD,"Apr 16, 2020",8.24
Democratic Republic of Congo,COD,"Apr 17, 2020",8.014
Democratic Republic of Congo,COD,"Apr 18, 2020",8.143
Democratic Republic of Congo,COD,"Apr 19, 2020",7.645
Democratic Republic of Congo,COD,"Apr 20, 2020",7.53
Democratic Republic of Congo,COD,"Apr 21, 2020",7.143
Democratic Republic of Congo,COD,"Apr 22, 2020",6.964
Democratic Republic of Congo,COD,"Apr 23, 2020",6.631
Democratic Republic of Congo,COD,"Apr 24, 2020",6.345
Democratic Republic of Congo,COD,"Apr 25, 2020",6.731
Democratic Republic of Congo,COD,"Apr 26, 2020",6.335
Democratic Republic of Congo,COD,"Apr 27, 2020",6.1
Democratic Republic of Congo,COD,"Apr 28, 2020",6.369
Democratic Republic of Congo,COD,"Apr 29, 2020",6.11
Democratic Republic of Congo,COD,"Apr 30, 2020",6.2
Democratic Republic of Congo,COD,"May 1, 2020",5.42
Democratic Republic of Congo,COD,"May 2, 2020",5.298
Democratic Republic of Congo,COD,"May 3, 2020",4.896
Democratic Republic of Congo,COD,"May 4, 2020",4.971
Democratic Republic of Congo,COD,"May 5, 2020",4.971
Denmark,DNK,"Mar 16, 2020",0.114
Denmark,DNK,"Mar 17, 2020",0.107
Denmark,DNK,"Mar 18, 2020",0.391
Denmark,DNK,"Mar 19, 2020",0.359
Denmark,DNK,"Mar 20, 2020",0.521
Denmark,DNK,"Mar 21, 2020",0.717
Denmark,DNK,"Mar 22, 2020",0.98
Denmark,DNK,"Mar 23, 2020",0.932
Denmark,DNK,"Mar 24, 2020",1.644
Denmark,DNK,"Mar 25, 2020",2.011
Denmark,DNK,"Mar 26, 2020",1.972
Denmark,DNK,"Mar 27, 2020",2.184
Denmark,DNK,"Mar 28, 2020",2.542
Denmark,DNK,"Mar 29, 2020",2.953
Denmark,DNK,"Mar 30, 2020",3.006
Denmark,DNK,"Mar 31, 2020",2.988
Denmark,DNK,"Apr 1, 2020",3.147
Denmark,DNK,"Apr 2, 2020",3.347
Denmark,DNK,"Apr 3, 2020",3.633
Denmark,DNK,"Apr 4, 2020",3.7
Denmark,DNK,"Apr 5, 2020",3.949
Denmark,DNK,"Apr 6, 2020",4.097
Denmark,DNK,"Apr 7, 2020",3.995
Denmark,DNK,"Apr 8, 2020",4.003
Denmark,DNK,"Apr 9, 2020",4.036
Denmark,DNK,"Apr 10, 2020",4.206
Denmark,DNK,"Apr 11, 2020",4.245
Denmark,DNK,"Apr 12, 2020",4.336
Denmark,DNK,"Apr 13, 2020",4.422
Denmark,DNK,"Apr 14, 2020",4.511
Denmark,DNK,"Apr 15, 2020",4.592
Denmark,DNK,"Apr 16, 2020",4.625
Denmark,DNK,"Apr 17, 2020",4.666
Denmark,DNK,"Apr 18, 2020",4.75
Denmark,DNK,"Apr 19, 2020",4.778
Denmark,DNK,"Apr 20, 2020",4.808
Denmark,DNK,"Apr 21, 2020",4.844
Denmark,DNK,"Apr 22, 2020",4.808
Denmark,DNK,"Apr 23, 2020",4.853
Denmark,DNK,"Apr 24, 2020",4.88
Denmark,DNK,"Apr 25, 2020",4.909
Denmark,DNK,"Apr 26, 2020",4.95
Denmark,DNK,"Apr 27, 2020",4.921
Denmark,DNK,"Apr 28, 2020",4.909
Denmark,DNK,"Apr 29, 2020",4.903
Denmark,DNK,"Apr 30, 2020",4.918
Denmark,DNK,"May 1, 2020",4.936
Denmark,DNK,"May 2, 2020",4.94
Denmark,DNK,"May 3, 2020",5.049
Denmark,DNK,"May 4, 2020",5.082
Denmark,DNK,"May 5, 2020",5.098
Djibouti,DJI,"Apr 10, 2020",0.714
Djibouti,DJI,"Apr 11, 2020",0.667
Djibouti,DJI,"Apr 12, 2020",1.07
Djibouti,DJI,"Apr 13, 2020",0.935
Djibouti,DJI,"Apr 14, 2020",0.671
Djibouti,DJI,"Apr 15, 2020",0.551
Djibouti,DJI,"Apr 16, 2020",0.46
Djibouti,DJI,"Apr 17, 2020",0.338
Djibouti,DJI,"Apr 18, 2020",0.273
Djibouti,DJI,"Apr 19, 2020",0.273
Djibouti,DJI,"Apr 20, 2020",0.236
Djibouti,DJI,"Apr 21, 2020",0.236
Djibouti,DJI,"Apr 22, 2020",0.212
Djibouti,DJI,"Apr 23, 2020",0.205
Djibouti,DJI,"Apr 24, 2020",0.203
Djibouti,DJI,"Apr 25, 2020",0.2
Djibouti,DJI,"Apr 26, 2020",0.198
Djibouti,DJI,"Apr 27, 2020",0.196
Djibouti,DJI,"Apr 28, 2020",0.193
Djibouti,DJI,"Apr 29, 2020",0.187
Djibouti,DJI,"Apr 30, 2020",0.186
Djibouti,DJI,"May 1, 2020",0.184
Djibouti,DJI,"May 2, 2020",0.182
Djibouti,DJI,"May 3, 2020",0.18
Djibouti,DJI,"May 4, 2020",0.18
Djibouti,DJI,"May 5, 2020",0.179
Dominican Republic,DOM,"Mar 22, 2020",2.679
Dominican Republic,DOM,"Mar 23, 2020",1.485
Dominican Republic,DOM,"Mar 24, 2020",1.224
Dominican Republic,DOM,"Mar 25, 2020",1.923
Dominican Republic,DOM,"Mar 26, 2020",2.551
Dominican Republic,DOM,"Mar 27, 2020",2.049
Dominican Republic,DOM,"Mar 28, 2020",3.442
Dominican Republic,DOM,"Mar 29, 2020",3.894
Dominican Republic,DOM,"Mar 30, 2020",4.54
Dominican Republic,DOM,"Mar 31, 2020",4.661
Dominican Republic,DOM,"Apr 1, 2020",4.599
Dominican Republic,DOM,"Apr 2, 2020",4.439
Dominican Republic,DOM,"Apr 3, 2020",4.348
Dominican Republic,DOM,"Apr 4, 2020",4.57
Dominican Republic,DOM,"Apr 5, 2020",4.88
Dominican Republic,DOM,"Apr 6, 2020",4.699
Dominican Republic,DOM,"Apr 7, 2020",4.705
Dominican Republic,DOM,"Apr 8, 2020",5.01
Dominican Republic,DOM,"Apr 9, 2020",5.116
Dominican Republic,DOM,"Apr 10, 2020",5.023
Dominican Republic,DOM,"Apr 11, 2020",4.809
Dominican Republic,DOM,"Apr 12, 2020",4.893
Dominican Republic,DOM,"Apr 13, 2020",5.831
Dominican Republic,DOM,"Apr 14, 2020",5.589
Dominican Republic,DOM,"Apr 15, 2020",5.569
Dominican Republic,DOM,"Apr 16, 2020",5.23
Dominican Republic,DOM,"Apr 17, 2020",5.22
Dominican Republic,DOM,"Apr 18, 2020",4.847
Dominican Republic,DOM,"Apr 19, 2020",5.006
Dominican Republic,DOM,"Apr 20, 2020",4.829
Dominican Republic,DOM,"Apr 21, 2020",4.734
Dominican Republic,DOM,"Apr 22, 2020",4.857
Dominican Republic,DOM,"Apr 23, 2020",4.906
Dominican Republic,DOM,"Apr 24, 2020",4.781
Dominican Republic,DOM,"Apr 25, 2020",4.644
Dominican Republic,DOM,"Apr 26, 2020",4.607
Dominican Republic,DOM,"Apr 27, 2020",4.531
Dominican Republic,DOM,"Apr 28, 2020",4.531
Dominican Republic,DOM,"Apr 29, 2020",4.458
Dominican Republic,DOM,"Apr 30, 2020",4.405
Dominican Republic,DOM,"May 1, 2020",4.317
Dominican Republic,DOM,"May 2, 2020",4.295
Dominican Republic,DOM,"May 3, 2020",4.302
Dominican Republic,DOM,"May 4, 2020",4.187
Dominican Republic,DOM,"May 5, 2020",4.202
Ecuador,ECU,"Mar 18, 2020",1.802
Ecuador,ECU,"Mar 19, 2020",1.786
Ecuador,ECU,"Mar 20, 2020",1.508
Ecuador,ECU,"Mar 21, 2020",1.643
Ecuador,ECU,"Mar 22, 2020",1.316
Ecuador,ECU,"Mar 23, 2020",1.774
Ecuador,ECU,"Mar 24, 2020",1.835
Ecuador,ECU,"Mar 25, 2020",2.495
Ecuador,ECU,"Mar 26, 2020",2.395
Ecuador,ECU,"Mar 27, 2020",2.423
Ecuador,ECU,"Mar 28, 2020",2.52
Ecuador,ECU,"Mar 29, 2020",2.616
Ecuador,ECU,"Mar 30, 2020",3.069
Ecuador,ECU,"Mar 31, 2020",3.154
Ecuador,ECU,"Apr 1, 2020",3.432
Ecuador,ECU,"Apr 2, 2020",4.351
Ecuador,ECU,"Apr 3, 2020",3.794
Ecuador,ECU,"Apr 4, 2020",4.305
Ecuador,ECU,"Apr 5, 2020",4.964
Ecuador,ECU,"Apr 6, 2020",4.937
Ecuador,ECU,"Apr 7, 2020",5.097
Ecuador,ECU,"Apr 8, 2020",5.507
Ecuador,ECU,"Apr 9, 2020",5.438
Ecuador,ECU,"Apr 10, 2020",5.478
Ecuador,ECU,"Apr 11, 2020",4.147
Ecuador,ECU,"Apr 12, 2020",4.341
Ecuador,ECU,"Apr 13, 2020",4.46
Ecuador,ECU,"Apr 14, 2020",4.715
Ecuador,ECU,"Apr 15, 2020",4.669
Ecuador,ECU,"Apr 16, 2020",4.938
Ecuador,ECU,"Apr 17, 2020",4.9
Ecuador,ECU,"Apr 18, 2020",4.982
Ecuador,ECU,"Apr 19, 2020",5.054
Ecuador,ECU,"Apr 20, 2020",5.006
Ecuador,ECU,"Apr 21, 2020",5.006
Ecuador,ECU,"Apr 22, 2020",5.001
Ecuador,ECU,"Apr 23, 2020",4.949
Ecuador,ECU,"Apr 24, 2020",5.008
Ecuador,ECU,"Apr 25, 2020",5.151
Ecuador,ECU,"Apr 26, 2020",5.151
Ecuador,ECU,"Apr 27, 2020",2.535
Ecuador,ECU,"Apr 28, 2020",2.853
Ecuador,ECU,"Apr 29, 2020",3.591
Ecuador,ECU,"Apr 30, 2020",3.579
Ecuador,ECU,"May 1, 2020",3.61
Ecuador,ECU,"May 2, 2020",4.036
Ecuador,ECU,"May 3, 2020",4.992
Ecuador,ECU,"May 4, 2020",5.295
Ecuador,ECU,"May 5, 2020",4.921
Egypt,EGY,"Mar 16, 2020",1.818
Egypt,EGY,"Mar 17, 2020",1.587
Egypt,EGY,"Mar 18, 2020",2.41
Egypt,EGY,"Mar 19, 2020",3.061
Egypt,EGY,"Mar 20, 2020",2.857
Egypt,EGY,"Mar 21, 2020",2.734
Egypt,EGY,"Mar 22, 2020",2.807
Egypt,EGY,"Mar 23, 2020",3.401
Egypt,EGY,"Mar 24, 2020",4.281
Egypt,EGY,"Mar 25, 2020",5.191
Egypt,EGY,"Mar 26, 2020",4.751
Egypt,EGY,"Mar 27, 2020",4.605
Egypt,EGY,"Mar 28, 2020",4.848
Egypt,EGY,"Mar 29, 2020",5.597
Egypt,EGY,"Mar 30, 2020",6.25
Egypt,EGY,"Mar 31, 2020",6.568
Egypt,EGY,"Apr 1, 2020",6.25
Egypt,EGY,"Apr 2, 2020",6.479
Egypt,EGY,"Apr 3, 2020",6.675
Egypt,EGY,"Apr 4, 2020",6.675
Egypt,EGY,"Apr 5, 2020",6.701
Egypt,EGY,"Apr 6, 2020",6.636
Egypt,EGY,"Apr 7, 2020",7.269
Egypt,EGY,"Apr 8, 2020",6.43
Egypt,EGY,"Apr 9, 2020",6.603
Egypt,EGY,"Apr 10, 2020",6.945
Egypt,EGY,"Apr 11, 2020",7.525
Egypt,EGY,"Apr 12, 2020",7.53
Egypt,EGY,"Apr 13, 2020",7.7
Egypt,EGY,"Apr 14, 2020",7.489
Egypt,EGY,"Apr 15, 2020",7.574
Egypt,EGY,"Apr 16, 2020",7.305
Egypt,EGY,"Apr 17, 2020",7.333
Egypt,EGY,"Apr 18, 2020",7.208
Egypt,EGY,"Apr 19, 2020",7.388
Egypt,EGY,"Apr 20, 2020",7.602
Egypt,EGY,"Apr 21, 2020",7.501
Egypt,EGY,"Apr 22, 2020",7.564
Egypt,EGY,"Apr 23, 2020",7.564
Egypt,EGY,"Apr 24, 2020",7.543
Egypt,EGY,"Apr 25, 2020",7.185
Egypt,EGY,"Apr 26, 2020",7.108
Egypt,EGY,"Apr 27, 2020",7.108
Egypt,EGY,"Apr 28, 2020",7.047
Egypt,EGY,"Apr 29, 2020",7.12
Egypt,EGY,"Apr 30, 2020",7.213
Egypt,EGY,"May 1, 2020",7.08
Egypt,EGY,"May 2, 2020",6.887
Egypt,EGY,"May 3, 2020",6.701
Egypt,EGY,"May 4, 2020",6.636
Egypt,EGY,"May 5, 2020",6.4
El Salvador,SLV,"Apr 9, 2020",4.854
El Salvador,SLV,"Apr 10, 2020",5.128
El Salvador,SLV,"Apr 11, 2020",5.085
El Salvador,SLV,"Apr 12, 2020",5.085
El Salvador,SLV,"Apr 13, 2020",4.8
El Salvador,SLV,"Apr 14, 2020",4.027
El Salvador,SLV,"Apr 15, 2020",3.774
El Salvador,SLV,"Apr 16, 2020",3.774
El Salvador,SLV,"Apr 17, 2020",3.659
El Salvador,SLV,"Apr 18, 2020",3.955
El Salvador,SLV,"Apr 19, 2020",3.684
El Salvador,SLV,"Apr 20, 2020",3.483
El Salvador,SLV,"Apr 21, 2020",3.211
El Salvador,SLV,"Apr 22, 2020",3.111
El Salvador,SLV,"Apr 23, 2020",3.376
El Salvador,SLV,"Apr 24, 2020",3.2
El Salvador,SLV,"Apr 25, 2020",3.065
El Salvador,SLV,"Apr 26, 2020",2.685
